"Sample","Date","Customer","Product","Grade","Client_Code","Analysis","Name","Unit","Type","A","B"
7842633,"03/10/2015 11:49:21 AM","MG80","PDR_INFANT","MG3655","JNL01OCT15Q7","FATS011299","Fat","G_P_100G","Interim Precision",9.901807837,9.769167354
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",23.790425804,24.453394707
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",23.790425804,24.507826755
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",23.790425804,24.510823329
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",23.790425804,24.544920728
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",23.790425804,24.644824587
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.135171187,24.453394707
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.135171187,24.507826755
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.135171187,24.510823329
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.135171187,24.544920728
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.135171187,24.644824587
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.453394707,24.507826755
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.510823329,24.507826755
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.544920728,24.507826755
7842918,"03/10/2015 01:30:28 PM","MG70","PDR_INFANT","MG3668","KNX01OCT15W4","FATS011299","Fat","G_P_100G","Interim Precision",24.644824587,24.507826755
7140884,"01/03/2015 10:54:52 AM","T10","PDR_INFANT","INFPOWD","1251200 6150227 PALLET 14","FATS011299","Fat","G_P_100G","Repeatability",28.249310752,28.330078125
7146320,"03/03/2015 09:36:40 AM","MG80","PDR_INFANT","MG3632","JNQ28FEB15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.16399287,28.249079992
7146321,"03/03/2015 09:37:40 AM","MG80","PDR_INFANT","MG3632","JNQ28FEB15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.304611534,28.15296223
7146322,"03/03/2015 09:38:37 AM","MG80","PDR_INFANT","MG3632","JNQ28FEB15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.061472619,28.145191942
7146422,"03/03/2015 09:47:49 AM","MG80","PDR_INFANT","MG3632","JNQ28FEB15Q8","FATS011299","Fat","G_P_100G","Repeatability",28.243902439,28.186849264
7149506,"03/03/2015 06:05:52 PM","MG80","PDR_INFANT","MG3632","JNQ01MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.091294299,27.96222095
7149507,"03/03/2015 06:07:01 PM","MG80","PDR_INFANT","MG3632","JNQ01MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.141762452,27.985039738
7150526,"04/03/2015 09:35:30 AM","MG80","PDR_INFANT","MG3633","JNR02MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",24.576832151,24.608373683
7152910,"04/03/2015 02:00:04 PM","MG80","PDR_INFANT","MG3633","JNR03MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",23.926966829,23.931066605
7155638,"05/03/2015 09:38:58 AM","MG80","PDR_INFANT","MG3633","JNR04MAR15Q8","FATS011299","Fat","G_P_100G","Repeatability",23.968410661,23.882734912
7157467,"05/03/2015 01:46:23 PM","MG80","PDR_INFANT","MG3634","JNG03MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",22.982836851,22.704702561
7160137,"06/03/2015 09:40:09 AM","MG80","PDR_INFANT","MG3634","JNG03MAR15Q8","FATS011299","Fat","G_P_100G","Repeatability",22.049131216,22.094292804
7160526,"06/03/2015 10:11:52 AM","MG80","PDR_INFANT","MG3634","JNG04MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",22.269743386,22.255251685
7163914,"07/03/2015 09:16:17 AM","MG80","PDR_INFANT","MG3634","JNG04MAR15Q8","FATS011299","Fat","G_P_100G","Repeatability",22.062493761,21.851667496
7165431,"08/03/2015 11:02:44 AM","T10","PDR_INFANT","INFPOWD","1251200 3150306 pallet 15","FATS011299","Fat","G_P_100G","Repeatability",28.44595269,28.517563009
7185275,"14/03/2015 09:17:26 AM","T10","PDR_INFANT","INFPOWD","6150311-004 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",29.724150873,29.599769652
7192220,"17/03/2015 09:59:55 AM","MG80","PDR_INFANT","MG3668","JNX16MAR15W3","FATS011299","Fat","G_P_100G","Repeatability",24.230581339,24.408908074
7195680,"18/03/2015 05:38:19 AM","MG80","PDR_INFANT","MG3668","JNX17MAR15W3","FATS011299","Fat","G_P_100G","Repeatability",24.177093359,24.033201283
7202775,"19/03/2015 01:44:46 PM","MG80","PDR_INFANT","MG3668","JNX18MAR15W3","FATS011299","Fat","G_P_100G","Repeatability",24.183128921,24.208443272
7204997,"20/03/2015 07:17:25 AM","MG80","PDR_INFANT","MG3668","JNX19MAR15W3","FATS011299","Fat","G_P_100G","Repeatability",24.112009021,24.160029296
7209152,"21/03/2015 08:59:43 AM","T10","PDR_INFANT","1253200","6150318-087 FOLLOW ON","FATS011299","Fat","G_P_100G","Repeatability",20.265997024,19.921760391
7209152,"21/03/2015 08:59:43 AM","T10","PDR_INFANT","1253200","6150318-087 FOLLOW ON","FATS011299","Fat","G_P_100G","Repeatability",20.596840257,20.675389648
7216863,"24/03/2015 11:55:29 AM","MG80","PDR_INFANT","MG3668","JNX23JAN15W3","FATS011299","Fat","G_P_100G","Repeatability",24.188385917,24.226657837
7231714,"27/03/2015 04:24:08 PM","T10","PDR_INFANT","1253200","1253200 6150 325-51 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",20.640940552,20.636589562
7232809,"28/03/2015 09:13:11 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Repeatability",30.159506801,29.779482263
7232809,"28/03/2015 09:13:11 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Repeatability",29.763070296,29.725801763
7232811,"28/03/2015 09:13:34 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Repeatability",29.83886624,29.655035292
7232813,"28/03/2015 09:13:56 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Repeatability",28.191853082,27.504967357
7232813,"28/03/2015 09:13:56 AM","T10","PDR_INFANT","1251200","6150326-007, 6150326-029 & 6150326-038","FATS011299","Fat","G_P_100G","Repeatability",27.753779698,27.593901078
7240003,"31/03/2015 10:09:32 AM","MG80","PDR_INFANT","MG3639","JHK28MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",21.632148964,21.802297045
7240023,"31/03/2015 10:11:25 AM","MG80","PDR_INFANT","MG3639","JHK28MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",21.801324503,21.93909822
7244486,"01/04/2015 08:40:09 AM","MG80","PDR_INFANT","MG3738","JHB28MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",29.261198371,29.222273355
7244496,"01/04/2015 08:41:55 AM","MG80","PDR_INFANT","MG3738","JHB28MAR15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.763757862,28.862692048
7269980,"09/04/2015 02:24:12 PM","T10","PDR_INFANT","INFPOWD","1253201 3150407 PALLET 13","FATS011299","Fat","G_P_100G","Repeatability",20.197640415,20.322516026
7276621,"11/04/2015 08:26:36 AM","T10","PDR_INFANT","1253200","1253200 6150409 PALLET 15","FATS011299","Fat","G_P_100G","Repeatability",20.190346703,19.810974491
7278465,"12/04/2015 10:56:54 AM","T10","PDR_INFANT","1251200","3150410-005 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",29.125535946,29.141910977
7302675,"18/04/2015 08:49:16 AM","T10","PDR_INFANT","INFPOWD","1251201 3150416 PALLET 21","FATS011299","Fat","G_P_100G","Repeatability",27.917953999,28.067458269
7304347,"19/04/2015 09:48:28 AM","T10","PDR_INFANT","INFPOWD","1251201 3150417 PALLET 14","FATS011299","Fat","G_P_100G","Repeatability",27.107664234,27.388819432
7314021,"22/04/2015 08:30:50 AM","T10","PDR_INFANT","INFPOWD","6150420-003 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",26.412692195,26.270207852
7318405,"23/04/2015 08:24:03 AM","T10","PDR_INFANT","1251200","6150421-30 INFANT 1251200","FATS011299","Fat","G_P_100G","Repeatability",27.535657686,27.545445515
7323160,"24/04/2015 09:06:18 AM","T10","PDR_INFANT","INFPOWD","1251201 3150422 PALLET 14","FATS011299","Fat","G_P_100G","Repeatability",27.725095317,27.740270056
7326998,"25/04/2015 08:48:10 AM","T10","PDR_INFANT","INFPOWD","1251201 3150423 PALLET 21","FATS011299","Fat","G_P_100G","Repeatability",27.644583619,27.704642185
7329049,"26/04/2015 11:21:37 AM","T10","PDR_INFANT","1253200","1253200 6150424 PALLET 25","FATS011299","Fat","G_P_100G","Repeatability",20.756537682,20.782048854
7329489,"26/04/2015 02:40:06 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Repeatability",21.536703799,29.265219077
7329489,"26/04/2015 02:40:06 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Repeatability",29.330669331,29.448460244
7329491,"26/04/2015 02:42:52 PM","MG80","PDR_INFANT","MG3738","JHB24APR15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.986480008,29.042145594
7333752,"28/04/2015 08:22:42 AM","MG80","PDR_INFANT","MG3668","JNX27APR15W3","FATS011299","Fat","G_P_100G","Repeatability",23.896028602,23.794372079
7337715,"29/04/2015 06:42:22 AM","MG80","PDR_INFANT","MG3668","JNX28APR15W3","FATS011299","Fat","G_P_100G","Repeatability",23.853826971,23.680675494
7343153,"30/04/2015 10:11:25 AM","MG80","PDR_INFANT","MG3668","JNX29APR15W3","FATS011299","Fat","G_P_100G","Repeatability",23.816510172,23.950839329
7353259,"03/05/2015 11:50:47 AM","MG80","PDR_INFANT","MG3639","JHK01MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",21.746776084,21.853195646
7353267,"03/05/2015 11:53:55 AM","MG80","PDR_INFANT","MG3639","JHK01MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",22.130525517,22.071942446
7354631,"04/05/2015 10:12:08 AM","T10","PDR_INFANT","1253200","1253200 6150502 PALLET 8","FATS011299","Fat","G_P_100G","Repeatability",21.228646518,21.172122492
7364877,"06/05/2015 05:55:25 PM","MG80","PDR_INFANT","MG3668","JNX05MAY15W3","FATS011299","Fat","G_P_100G","Repeatability",23.905018458,23.841445643
7366422,"07/05/2015 10:29:06 AM","MG80","PDR_INFANT","MG3668","JNX06MAY15W3","FATS011299","Fat","G_P_100G","Repeatability",23.062676674,22.882071489
7369891,"08/05/2015 08:18:09 AM","MG80","PDR_INFANT","MG3668","JNX06MAY15W4","FATS011299","Fat","G_P_100G","Repeatability",23.986486486,23.967666537
7371491,"08/05/2015 12:04:16 PM","T10","PDR_INFANT","INFPOWD","3150505-002 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",21.07093185,21.409349148
7373831,"09/05/2015 09:46:21 AM","T10","PDR_INFANT","1253200","6150507-002 FOLLOW-ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",19.864293441,19.847109412
7375332,"10/05/2015 10:24:17 AM","T10","PDR_INFANT","INFPOWD","6150507-037 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",28.077493511,28.118755353
7385019,"13/05/2015 09:03:39 AM","T10","PDR_INFANT","INFPOWD","3150511-16 IF 1251201","FATS011299","Fat","G_P_100G","Repeatability",27.484060814,27.389618985
7389481,"14/05/2015 08:44:42 AM","T10","PDR_INFANT","INFPOWD","3150512-005 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",27.797022751,27.766443214
7393551,"15/05/2015 06:46:43 AM","MG80","PDR_INFANT","MG3634","JNG12MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",23.00575852,23.016892226
7396105,"15/05/2015 01:55:01 PM","MG80","PDR_INFANT","MG3634","JNG12MAY15Q8","FATS011299","Fat","G_P_100G","Repeatability",22.235398755,21.960107403
7397545,"16/05/2015 06:35:07 AM","MG80","PDR_INFANT","MG3634","JNG13MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",22.160077146,22.234251969
7398272,"16/05/2015 10:34:25 AM","T10","PDR_INFANT","INFPOWD","6150514-029 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",28.044426815,28.037750688
7398528,"16/05/2015 11:56:02 AM","MG80","PDR_INFANT","MG3634","JNG13MAY15Q8","FATS011299","Fat","G_P_100G","Repeatability",21.978346457,22.076661815
7399213,"17/05/2015 07:47:20 AM","MG80","PDR_INFANT","MG3633","JNR14MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",23.779296875,23.827787899
7399755,"17/05/2015 11:15:16 AM","MG80","PDR_INFANT","MG3633","JNR15MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",23.583024779,23.464641671
7400754,"18/05/2015 09:04:43 AM","MG80","PDR_INFANT","MG3632","JNQ15MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",27.840634368,27.847733437
7401022,"18/05/2015 09:34:25 AM","MG80","PDR_INFANT","MG3632","JNQ15MAY15Q8","FATS011299","Fat","G_P_100G","Repeatability",28.312372039,28.303185214
7401605,"18/05/2015 11:17:53 AM","T10","PDR_INFANT","1253200","3150515-22 FOF 1253201","FATS011299","Fat","G_P_100G","Repeatability",20.525357109,20.514045481
7403324,"18/05/2015 04:23:53 PM","MG80","PDR_INFANT","MG3632","JNQ17MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.375771605,28.454077593
7405676,"19/05/2015 11:50:07 AM","T10","PDR_INFANT","1251200","3150517-22 FOF 1253201","FATS011299","Fat","G_P_100G","Repeatability",20.612759356,20.623218323
7412566,"21/05/2015 08:36:37 AM","T10","PDR_INFANT","1251200","6150518-100 IF 1251200","FATS011299","Fat","G_P_100G","Repeatability",27.904215318,27.880897138
7414197,"21/05/2015 12:21:08 PM","T10","PDR_INFANT","INFPOWD","660-PATSY SAMPLES DTS0542193, DTS0542194, DTS0542195 & DTS0542196","FATS011299","Fat","G_P_100G","Repeatability",15.13909224,15.084663764
7415335,"21/05/2015 03:40:55 PM","MG80","PDR_INFANT","MG3729","JHB19MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",22.625460731,22.479809976
7415348,"21/05/2015 03:45:26 PM","MG80","PDR_INFANT","MG3729","JHB19MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",22.299049265,22.469654975
7421292,"23/05/2015 09:07:40 AM","T10","PDR_INFANT","1251200","6150520-003 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",21.175308642,21.295658167
7422483,"24/05/2015 10:21:58 AM","T10","PDR_INFANT","INFPOWD","3150522-004 FOLLOW ON OPO","FATS011299","Fat","G_P_100G","Repeatability",23.596508629,23.545706371
7422485,"24/05/2015 10:22:57 AM","T10","PDR_INFANT","INFPOWD","3150522-011 FOLLOW ON OPO","FATS011299","Fat","G_P_100G","Repeatability",27.506124449,27.729215229
7423410,"25/05/2015 07:46:11 AM","T10","PDR_INFANT","1253200","3150523-026 FOLLOW ON formula","FATS011299","Fat","G_P_100G","Repeatability",20.678420851,20.664559992
7435281,"28/05/2015 10:06:30 AM","MG80","PDR_INFANT","MG3738","JHB26MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",29.391924448,29.364464251
7435287,"28/05/2015 10:09:01 AM","MG80","PDR_INFANT","MG3738","JHB26MAY15Q7","FATS011299","Fat","G_P_100G","Repeatability",28.054862843,28.271738065
7471503,"10/06/2015 02:01:27 PM","T10","PDR_INFANT","1253200","3150608-003 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",20.470383275,20.416626483
7479283,"12/06/2015 01:06:07 PM","T10","PDR_INFANT","1253200","FOLLOW ON REWORK 1252300 6150610 PALLET 13","FATS011299","Fat","G_P_100G","Repeatability",21.15312617,21.244494424
7481143,"13/06/2015 09:09:08 AM","T10","PDR_INFANT","INFPOWD","1253200 6150611 PALLET 14","FATS011299","Fat","G_P_100G","Repeatability",21.982501491,22.085034352
7482519,"14/06/2015 09:01:00 AM","T10","PDR_INFANT","INFPOWD","1251201 3150612 PALLET 18","FATS011299","Fat","G_P_100G","Repeatability",28.557476316,28.49080471
7484763,"15/06/2015 10:47:02 AM","T10","PDR_INFANT","1253200","INFANT FORMULA 3150612-048","FATS011299","Fat","G_P_100G","Repeatability",27.93710443,27.775602115
7484840,"15/06/2015 10:54:58 AM","T10","PDR_INFANT","1253200","6150613-074 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",27.942051994,27.885360186
7487201,"16/06/2015 07:55:18 AM","T10","PDR_INFANT","1251200","6150614-074 INFANT FORMULA ITEM: 1251200","FATS011299","Fat","G_P_100G","Repeatability",28.448104783,28.23009738
7502971,"20/06/2015 10:28:35 AM","T10","PDR_INFANT","INFPOWD","1253210 6150618 PALLET 7","FATS011299","Fat","G_P_100G","Repeatability",22.581271228,22.547758092
7502980,"20/06/2015 10:31:20 AM","T10","PDR_INFANT","INFPOWD","DFWP 1243020 3150618 PALLET 7","FATS011299","Fat","G_P_100G","Repeatability",22.374429224,22.305389222
7504128,"21/06/2015 09:45:13 AM","T10","PDR_INFANT","INFPOWD","FO REWORK 1253200 6150619 PALLET 13","FATS011299","Fat","G_P_100G","Repeatability",21.079308289,21.143473571
7509497,"23/06/2015 10:53:03 AM","T10","PDR_INFANT","1253200","INFANT FORMULA 6150620-115","FATS011299","Fat","G_P_100G","Repeatability",27.674023769,27.60241773
7513206,"24/06/2015 10:36:24 AM","T10","PDR_INFANT","INFPOWD","6150621-041 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",28.176138054,28.042581759
7516585,"25/06/2015 08:22:07 AM","T10","PDR_INFANT","INFPOWD","3150623-020 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",28.204172876,28.24002192
7516606,"25/06/2015 08:24:02 AM","T10","PDR_INFANT","INFPOWD","3150622-029 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",26.827195467,26.765556488
7520896,"26/06/2015 07:50:07 AM","T10","PDR_INFANT","INFPOWD","3150624-036 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",27.415530528,28.363565816
7520896,"26/06/2015 07:50:07 AM","T10","PDR_INFANT","INFPOWD","3150624-036 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",28.049824094,28.084863476
7527358,"28/06/2015 11:29:29 AM","T10","PDR_INFANT","INFPOWD","1251201 3150624 PALLET 45","FATS011299","Fat","G_P_100G","Repeatability",28.27998593,28.257429225
7527362,"28/06/2015 11:31:18 AM","T10","PDR_INFANT","1251200","1251200 6150625 PALLET 20","FATS011299","Fat","G_P_100G","Repeatability",28.209844106,28.254078445
7527363,"28/06/2015 11:33:02 AM","T10","PDR_INFANT","INFPOWD","1251201 6150626 PALLET 9","FATS011299","Fat","G_P_100G","Repeatability",28.053259871,28.001611604
7528104,"29/06/2015 07:13:45 AM","T10","PDR_INFANT","INFPOWD","1251200 6150627 PALLET 20","FATS011299","Fat","G_P_100G","Repeatability",28.845419847,28.771190499
7539765,"02/07/2015 09:18:00 AM","T10","PDR_INFANT","INFPOWD","3150629-012 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",29.50081441,29.486291201
7539779,"02/07/2015 09:20:34 AM","T10","PDR_INFANT","1253200","6150630-012 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",22.006472492,22.135636057
7547591,"04/07/2015 09:21:40 AM","T10","PDR_INFANT","1253200","1253200 6150701-003 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",21.803342402,21.658583899
7550617,"06/07/2015 09:48:51 AM","T10","PDR_INFANT","INFPOWD","1253200 6150703 PALLET 23","FATS011299","Fat","G_P_100G","Repeatability",20.797381732,20.811375162
7550628,"06/07/2015 09:51:17 AM","T10","PDR_INFANT","INFPOWD","1231050 3150704 PALLET 8","FATS011299","Fat","G_P_100G","Repeatability",0.802863223,0.798908808
7557944,"08/07/2015 11:41:28 AM","T10","PDR_INFANT","INFPOWD","ITEM NO: 1251201, BATCH CODE: 31507056, PALLET 7","FATS011299","Fat","G_P_100G","Repeatability",27.197127197,27.302823759
7560972,"09/07/2015 09:53:19 AM","T10","PDR_INFANT","1253200","6150707-004 INFANT FORMULA","FATS011299","Fat","G_P_100G","Repeatability",26.144798997,26.137040715
7564211,"10/07/2015 08:41:28 AM","T10","PDR_INFANT","1253200","6150707 R2 IF AU STD -116 125/210","FATS011299","Fat","G_P_100G","Repeatability",27.906371912,28.128069142
7564231,"10/07/2015 08:47:09 AM","T10","PDR_INFANT","INFPOWD","3150708 B558 FO OPO 1253221","FATS011299","Fat","G_P_100G","Repeatability",20.881244565,20.696342001
7564258,"10/07/2015 08:51:18 AM","T10","PDR_INFANT","INFPOWD","3150708 B166 IF OPO 1251221","FATS011299","Fat","G_P_100G","Repeatability",22.825095751,22.683577026
7568600,"12/07/2015 08:57:09 AM","T10","PDR_INFANT","1253200","6150709-095 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",21.647173489,21.63811774
7568602,"12/07/2015 08:58:34 AM","T10","PDR_INFANT","1253200","6150710-055 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",21.451565701,21.373069735
7569465,"13/07/2015 07:00:53 AM","T10","PDR_INFANT","1253200","1253200 6150711 PALLET 25","FATS011299","Fat","G_P_100G","Repeatability",21.674626562,21.6287304
7573184,"14/07/2015 09:34:47 AM","T10","PDR_INFANT","1253200","1215201 3150712 PALLET 16","FATS011299","Fat","G_P_100G","Repeatability",26.994794132,27.027283962
7577140,"15/07/2015 10:01:38 AM","T10","PDR_INFANT","INFPOWD","F.O. 1253210 BATCH: 6150713","FATS011299","Fat","G_P_100G","Repeatability",24.306935377,24.021284683
7577143,"15/07/2015 10:02:06 AM","T10","PDR_INFANT","INFPOWD","F.O. 1253210 BATCH: 6150713","FATS011299","Fat","G_P_100G","Repeatability",23.82827885,23.899930782
7577144,"15/07/2015 10:02:07 AM","T10","PDR_INFANT","INFPOWD","F.O. 1253210 BATCH: 6150713","FATS011299","Fat","G_P_100G","Repeatability",23.911102292,23.821389415
7585206,"17/07/2015 11:04:41 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.485842865,23.55466514
7585213,"17/07/2015 11:05:46 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.878676471,23.758182518
7585214,"17/07/2015 11:05:48 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.871331828,23.949980909
7587289,"18/07/2015 08:59:56 AM","T10","PDR_INFANT","INFPOWD","6150716-013, 6150716-043 & 6150716-087 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",24.310297733,24.258241758
7587294,"18/07/2015 09:00:59 AM","T10","PDR_INFANT","INFPOWD","6150716-013, 6150716-043 & 6150716-087 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",24.072373255,24.141519251
7587298,"18/07/2015 09:01:19 AM","T10","PDR_INFANT","INFPOWD","6150716-013, 6150716-043 & 6150716-087 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",24.014403102,23.994751148
7588989,"19/07/2015 10:02:23 AM","T10","PDR_INFANT","INFPOWD","6150717-005, 6150717-047 & 6150717-077 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",24.039231385,24.026287813
7588991,"19/07/2015 10:02:48 AM","T10","PDR_INFANT","INFPOWD","6150717-005, 6150717-047 & 6150717-077 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",24.331713244,24.238056013
7588992,"19/07/2015 10:03:12 AM","T10","PDR_INFANT","INFPOWD","6150717-005, 6150717-047 & 6150717-077 FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",24.020494274,24.094055375
7589651,"20/07/2015 08:16:06 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.473684211,23.208812261
7589651,"20/07/2015 08:16:06 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.847361193,23.837044055
7589656,"20/07/2015 08:16:33 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",22.907160816,22.999062793
7589656,"20/07/2015 08:16:33 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.496850544,23.427854938
7589659,"20/07/2015 08:16:58 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",22.93931607,22.858270825
7589659,"20/07/2015 08:16:58 AM","T10","PDR_INFANT","1253200","FOLLOW ON FORMULA","FATS011299","Fat","G_P_100G","Repeatability",23.665083826,23.595724004
7594469,"21/07/2015 12:38:50 PM","T10","PDR_INFANT","1253200","1253201 3150719 PALLET 4, 24 & 40","FATS011299","Fat","G_P_100G","Repeatability",20.980604509,21.002525743
7594473,"21/07/2015 12:39:53 PM","T10","PDR_INFANT","1253200","1253201 3150719 PALLET 4, 24 & 40","FATS011299","Fat","G_P_100G","Repeatability",21.525457047,21.512424183
7594475,"21/07/2015 12:39:55 PM","T10","PDR_INFANT","1253200","1253201 3150719 PALLET 4, 24 & 40","FATS011299","Fat","G_P_100G","Repeatability",21.582805071,21.466176617
7597999,"22/07/2015 11:25:36 AM","T10","PDR_INFANT","INFPOWD","1253201 3150720","FATS011299","Fat","G_P_100G","Repeatability",21.406868612,21.295938104
7598003,"22/07/2015 11:25:50 AM","T10","PDR_INFANT","INFPOWD","1253201 3150720","FATS011299","Fat","G_P_100G","Repeatability",22.749301025,22.781237836
7598006,"22/07/2015 11:26:08 AM","T10","PDR_INFANT","INFPOWD","1253201 3150720","FATS011299","Fat","G_P_100G","Repeatability",22.350142721,22.285658037
